entrez	symbol	description	locus	hprd	hgnc	mim	refpro	refdna	ensembl	type	dominant	recessive	duplicability	origin	degree	mirna	function	expression	chromosome	tstart	tend	type_of_screening	cancer_type
55794	DDX28	DEAD (Asp-Glu-Ala-Asp) box polypeptide 28	16q22.1	06357	17330	607618	NP_060850	NM_018380	ENSP00000332340	candidate	0	0	0	Last Universal Common Ancestor	23	1	-1	42	chr16	68055486	68057105	WGS	lymphoma
1654	DDX3X	DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, X-linked	Xp11.3-p11.23	02154	2745	300160	NP_001347;NP_001180345;NP_001180346	NM_001356;NM_024005;NM_001193416;NM_001193417	ENSP00000382840	candidate	0	0	3	Last Universal Common Ancestor	127	12	-1	108	chrX	41193506	41206969	WES,WGS	chronic lymphocytic leukemia,head and neck squamous cell carcinoma,lymphoma,medulloblastoma
1655	DDX5	DEAD (Asp-Glu-Ala-Asp) box polypeptide 5	17q21	01615	2746	180630	NP_004387	NM_004396	-	known	1	0	0	Last Universal Common Ancestor	162	6	Cell cycle,DNA/RNA metabolism and transcription,Regulation of transcription	109	chr17	62496044	62502237	CGC	prostate
1656	DDX6	DEAD (Asp-Glu-Ala-Asp) box polypeptide 6	11q23.3	02638	2747	600326	NP_004388	NM_004397	-	known	1	0	2	Last Universal Common Ancestor	18	10	-1	33	chr11	118625424	118656960	CGC	non-hodgkin lymphoma
7913	DEK	DEK oncogene	6p22.3	00503	2768	125264	NP_001128181;NP_003463	NM_001134709;NM_003472	ENSP00000380414	known	1	0	0	Eukaryotes	42	4	Cellular metabolism,DNA/RNA metabolism and transcription,Other,Regulation of intracellular processes and metabolism,Regulation of transcription,Signal transduction	95	chr6	18226405	18264218	CGC	leukemia
10260	DENND4A	DENN/MADD domain containing 4A	15q22.31	02662	24321	600382	NP_005839;NP_001138295	NM_005848;NM_001144823	ENSP00000391167;ENSP00000396830	candidate	0	0	0	Eukaryotes	6	0	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	13	chr15	65954192	66048788	WGS	chronic lymphocytic leukemia
23258	DENND5A	DENN/MADD domain containing 5A	11p15.4	11475	19344	-	NP_001230183;NP_056028	NM_001243254;NM_015213	ENSP00000435866;ENSP00000328524	candidate	0	0	0	Eukaryotes	2	0	-1	103	chr11	9161221	9286616	WGS	liver
1716	DGUOK	deoxyguanosine kinase	2p13	03273	2858	601465	NP_550438;NP_550440	NM_001929;NM_080916;NM_080918;NM_080917;NM_080915	ENSP00000264093;ENSP00000306964	candidate	0	0	0	Last Universal Common Ancestor	4	0	Cellular metabolism,DNA/RNA metabolism and transcription	109	chr2	74154038	74185375	WGS	prostate
79947	DHDDS	dehydrodolichyl diphosphate synthase	1p36.11	12183	20603	608172	NP_001230493;NP_079163;NP_995583;NP_001230494	NM_001243564;NM_024887;NM_205861;NM_001243565	ENSP00000353104	candidate	0	0	0	Last Universal Common Ancestor	4	0	-1	76	chr1	26759437	26795619	WGS	breast
1729	DIAPH1	diaphanous homolog 1 (Drosophila)	5q31	03670	2876	602121	NP_005210;NP_001073280	NM_005219;NM_001079812	ENSP00000373709;ENSP00000381565	candidate	0	0	0	Eukaryotes	30	1	Cell response to stimuli,Cellular processes	100	chr5	140896421	140998481	WES	lymphoma
23405	DICER1	dicer 1, ribonuclease type III	14q32.13	05875	17098	606241	NP_001182502;NP_085124;NP_803187	NM_001195573;NM_030621;NM_177438	ENSP00000435681;ENSP00000376783;ENSP00000343745	known	0	1	0	Last Universal Common Ancestor	14	19	Cell cycle,DNA/RNA metabolism and transcription,Development,Regulation of intracellular processes and metabolism,Regulation of transcription	101	chr14	95556838	95599795	CGC,WGS	sarcoma,sex cord-stromal tumour,testis,prostate
11083	DIDO1	death inducer-obliterator 1	20q13.33	12752	2680	604140	NP_542986;NP_071388;NP_149072;NP_542987;NP_001180299;NP_001180298	NM_080796;NM_022105;NM_033081;NM_080797;NM_001193370;NM_001193369	ENSP00000378752;ENSP00000378749;ENSP00000359397;ENSP00000266070;ENSP00000346692;ENSP00000378744	candidate	0	0	0	Eukaryotes	34	1	Cell cycle,Cellular metabolism,DNA/RNA metabolism and transcription	93	chr20	61510588	61542964	WGS	lymphoma
22982	DIP2C	DIP2 disco-interacting protein 2 homolog C (Drosophila)	10p15.3	17200	29150	611380	NP_055789	NM_014974	ENSP00000280886	candidate	0	0	0	Last Universal Common Ancestor	2	2	-1	93	chr10	323268	735518	WES	breast,lung
22894	DIS3	DIS3 mitotic control homolog (S. cerevisiae)	13q22.1	06338	20604	607533	NP_055768;NP_001121698	NM_014953;NM_001128226	ENSP00000366997	candidate	0	0	0	Last Universal Common Ancestor	31	1	DNA/RNA metabolism and transcription,Regulation of transcription	80	chr13	73333936	73355970	WES,WGS	myeloma
27123	DKK2	dickkopf 2 homolog (Xenopus laevis)	4q25	05658	2892	605415	NP_055236	NM_014421	ENSP00000285311	candidate	0	0	0	Eukaryotes	10	4	Regulation of intracellular processes and metabolism,Signal transduction	17	chr4	107845114	107956748	WGS	chronic lymphocytic leukemia
10395	DLC1	deleted in liver cancer 1	8p22	05035	2897	604258	NP_079043;NP_006085;NP_001157743;NP_872584	NM_024767;NM_006094;NM_001164271;NM_182643	ENSP00000425878;ENSP00000276297	candidate	0	0	0	Last Universal Common Ancestor	10	5	Cell cycle,Cell motility and interactions,Cellular metabolism,Cellular processes,Development,Regulation of intracellular processes and metabolism,Signal transduction	83	chr8	12943323	13357580	WES	pancreas
9940	DLEC1	deleted in lung and esophageal cancer 1	3p21.3	07234	2899	604050	NP_031361;NP_031363	NM_007338;NM_007335;NM_007336;NM_007337	ENSP00000308597;ENSP00000315914	candidate	0	0	0	Eukaryotes	5	0	Cell cycle,Regulation of intracellular processes and metabolism	47	chr3	38080717	38164093	WES,WGS	pancreas,melanoma
1741	DLG3	discs, large homolog 3 (Drosophila)	Xq13.1	02177	2902	300189	NP_066943;NP_065781;NP_001159750	NM_021120;NM_020730;NM_001166278	ENSP00000441393;ENSP00000363475;ENSP00000363480	candidate	0	0	0	Last Universal Common Ancestor	79	1	Cell cycle,Regulation of intracellular processes and metabolism	91	chrX	69665052	69722116	WES	pancreas
1742	DLG4	discs, large homolog 4 (Drosophila)	17p13.1	04199	2903	602887	NP_001122299;NP_001356	NM_001128827;NM_001365	ENSP00000307471;ENSP00000293813	candidate	0	0	0	Last Universal Common Ancestor	124	1	Development,Multicellular activities,Signal transduction	37	chr17	7094030	7121959	WGS	breast
9231	DLG5	discs, large homolog 5 (Drosophila)	10q23	04972	2904	604090	NP_004738	NM_004747	ENSP00000361467	candidate	0	0	0	Eukaryotes	60	2	Cell cycle,Regulation of intracellular processes and metabolism,Signal transduction	80	chr10	79552201	79686278	WGS	breast
1756	DMD	dystrophin	Xp21.2	02303	2928	300377	NP_004000;NP_004010;NP_004014;NP_004004;NP_004012;NP_004009;NP_004011;NP_004003;NP_004005;NP_004008;NP_004001;NP_003997;NP_003998;NP_004002;NP_000100;NP_004006;NP_004013;NP_004007	NM_004009;NM_004019;NM_004023;NM_004013;NM_004021;NM_004018;NM_004020;NM_004012;NM_004014;NM_004017;NM_004010;NM_004006;NM_004007;NM_004011;NM_000109;NM_004015;NM_004022;NM_004016	ENSP00000354923;ENSP00000367948;ENSP00000367979;ENSP00000367997;ENSP00000444119;ENSP00000352894;ENSP00000340057	candidate	0	0	0	Eukaryotes	44	6	Cellular metabolism,Cellular processes,Development	78	chrX	31152217	33038315	WES,WGS	gastric,chronic lymphocytic leukemia
29958	DMGDH	dimethylglycine dehydrogenase	5q14.1	05789	24475	605849	NP_037523	NM_013391	ENSP00000255189	candidate	0	0	0	Last Universal Common Ancestor	0	2	Cellular metabolism	-1	chr5	78293908	78365443	WGS	liver
10655	DMRT2	doublesex and mab-3 related transcription factor 2	9p24.3	16079	2935	604935	NP_006548;NP_870987;NP_001124337	NM_006557;NM_181872;NM_001130865	ENSP00000371690;ENSP00000259622;ENSP00000305785	candidate	0	0	0	Metazoans	18	1	Cellular metabolism,DNA/RNA metabolism and transcription,Development,Regulation of intracellular processes and metabolism,Regulation of transcription	-1	chr9	1051614	1057270	WGS	melanoma
63951	DMRTA1	DMRT-like family A1	9p21.3	10913	13826	-	NP_071443	NM_022160	ENSP00000319651	candidate	0	0	0	Metazoans	12	0	Cellular metabolism,DNA/RNA metabolism and transcription,Development,Regulation of intracellular processes and metabolism,Regulation of transcription	-1	chr9	22447065	22451907	WGS	prostate
1657	DMXL1	Dmx-like 1	5q22	09294	2937	605671	NP_005500	NM_005509	ENSP00000309690	candidate	0	0	0	Last Universal Common Ancestor	2	5	-1	47	chr5	118407265	118582911	WES	liver
56171	DNAH7	dynein, axonemal, heavy chain 7	2q32.3	10914	18661	610061	NP_061720	NM_018897	ENSP00000311273	candidate	0	0	0	Eukaryotes	20	0	Cell motility and interactions,Cellular processes	58	chr2	196602648	196922843	WES	gastric
1769	DNAH8	dynein, axonemal, heavy chain 8	6p21.2	04515	2952	603337	NP_001193856	NM_001206927;NM_001371	ENSP00000333363	candidate	0	0	0	Eukaryotes	1	0	Cell motility and interactions,Cellular processes	-1	chr6	38690586	38998165	WGS	melanoma
1770	DNAH9	dynein, axonemal, heavy chain 9	17p12	04511	2953	603330	NP_001363;NP_004653	NM_001372;NM_004662	ENSP00000262442;ENSP00000379323	candidate	0	0	0	Eukaryotes	1	0	Cellular processes,Development,Multicellular activities	56	chr17	11501816	11872841	WES	pancreas
92737	DNER	delta/notch-like EGF repeat containing	2q36.3	09531	24456	607299	NP_620711	NM_139072	ENSP00000345229	candidate	0	0	0	Eukaryotes	4	0	Cell cycle,Cell motility and interactions,Cellular metabolism,Cellular processes,Development,Multicellular activities,Signal transduction	-1	chr2	230223259	230579139	HTMS,WGS	breast,lung,ovarian,pancreas,prostate
1785	DNM2	dynamin 2	19p13.2	03852	2974	602378	NP_001177645;NP_001005361;NP_001005360;NP_004936;NP_001005362	NM_001190716;NM_001005361;NM_001005360;NM_004945;NM_001005362	ENSP00000347890;ENSP00000373905;ENSP00000386192;ENSP00000352721	known	0	1	2	Last Universal Common Ancestor	108	4	Cell cycle,Cellular metabolism,Cellular processes,DNA/RNA metabolism and transcription,Development,Regulation of intracellular processes and metabolism,Regulation of transcription,Signal transduction	61	chr19	10828919	10941720	CGC	leukemia
1788	DNMT3A	DNA (cytosine-5-)-methyltransferase 3 alpha	2p23	04141	2978	602769	NP_783329;NP_783328;NP_072046;NP_715640	NM_175630;NM_175629;NM_022552;NM_153759	ENSP00000324375;ENSP00000370122;ENSP00000264709;ENSP00000384852	known	0	1	0	Eukaryotes	47	11	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of transcription	20	chr2	25457151	25536853	CGC,WES	leukemia,myelodysplasia
1794	DOCK2	dedicator of cytokinesis 2	5q35.1	09121	2988	603122	NP_004937	NM_004946	ENSP00000256935	candidate	0	0	0	Eukaryotes	16	0	Cell motility and interactions,Cellular processes,Immune system response	21	chr5	169064331	169509859	WES	pancreas
9732	DOCK4	dedicator of cytokinesis 4	7q31.1	07407	19192	607679	NP_055520	NM_014705	ENSP00000410746	candidate	0	0	0	Eukaryotes	8	2	-1	70	chr7	111368333	111846193	WES,WGS	chronic lymphocytic leukemia
57572	DOCK6	dedicator of cytokinesis 6	19p13.2	13243	19189	614194	NP_065863	NM_020812	ENSP00000294618	candidate	0	0	0	Eukaryotes	2	1	-1	62	chr19	11310176	11373116	WGS	prostate
1798	DPAGT1	dolichyl-phosphate (UDP-N-acetylglucosamine) N-acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase)	11q23.3	01879	2995	191350	NP_001373	NM_203316;NM_001382	ENSP00000346142	candidate	0	0	0	Last Universal Common Ancestor	3	1	Cellular metabolism	95	chr11	118967711	118972365	WES	breast
64180	DPEP3	dipeptidase 3	16q22.1	07012	23029	609926	NP_001123230;NP_071752	NM_001129758;NM_022357	ENSP00000268793	candidate	0	0	0	Last Universal Common Ancestor	1	0	Cellular metabolism	9	chr16	68009671	68014358	WGS	breast
57628	DPP10	dipeptidyl-peptidase 10 (non-functional)	2q14.1	07083	20823	608209	NP_001171507;NP_001171508;NP_001171505;NP_001004360;NP_065919	NM_001178036;NM_001178037;NM_001178034;NM_001004360;NM_020868	ENSP00000386565	candidate	0	0	0	Last Universal Common Ancestor	3	0	Cellular metabolism	-1	chr2	115919534	116599918	WES	colorectal
1804	DPP6	dipeptidyl-peptidase 6	7q36.2	00525	3010	126141	NP_001927;NP_001034439;NP_570629	NM_001936;NM_001039350;NM_130797	ENSP00000385578;ENSP00000367001	candidate	0	0	0	Last Universal Common Ancestor	3	0	Cellular metabolism	73	chr7	153749906	154684187	WES	chronic lymphocytic leukemia,pancreas
1806	DPYD	dihydropyrimidine dehydrogenase	1p22	02036	3012	612779	NP_000101;NP_001153773	NM_000110;NM_001160301	ENSP00000359211;ENSP00000307107	candidate	0	0	0	Last Universal Common Ancestor	2	3	Cellular metabolism,DNA/RNA metabolism and transcription	50	chr1	97544535	98386478	WES	breast,lymphoma
29102	DROSHA	drosha, ribonuclease type III	5p13.3	10196	17904	608828	NP_001093882;NP_037367	NM_001100412;NM_013235	ENSP00000424161;ENSP00000425979	candidate	0	0	0	Last Universal Common Ancestor	21	2	DNA/RNA metabolism and transcription,Regulation of transcription	93	chr5	31401542	31527018	WGS	melanoma
1825	DSC3	desmocollin 3	18q12.1	02604	3037	600271	NP_001932;NP_077741	NM_001941;NM_024423	ENSP00000353608;ENSP00000392068	candidate	0	0	0	Eukaryotes	8	2	Cell motility and interactions	57	chr18	28574144	28622626	WES	lymphoma
57453	DSCAML1	Down syndrome cell adhesion molecule like 1	11q23	10921	14656	611782	NP_065744	NM_020693	ENSP00000315465	candidate	0	0	0	Last Universal Common Ancestor	110	3	Cell cycle,Development	-1	chr11	117299047	117667974	WES	colorectal
29940	DSE	dermatan sulfate epimerase	6q22	05807	21144	605942	NP_037484;NP_001074445	NM_013352;NM_001080976	ENSP00000404049;ENSP00000352567	candidate	0	0	1	Last Universal Common Ancestor	2	1	Cellular metabolism	63	chr6	116720414	116758505	WES	liver
1830	DSG3	desmoglein 3	18q12.1	01355	3050	169615	NP_001935	NM_001944	ENSP00000257189	candidate	0	0	0	Eukaryotes	4	0	Cell motility and interactions	57	chr18	29027841	29056220	WGS	lung
147409	DSG4	desmoglein 4	18q12.1	06387	21307	607892	NP_001127925;NP_817123	NM_001134453;NM_177986	ENSP00000311859	candidate	0	0	0	Eukaryotes	1	0	Cell motility and interactions,Development,Multicellular activities	-1	chr18	28956875	28993555	WES	glioblastoma
1834	DSPP	dentin sialophosphoprotein	4q21.3	00508	3054	125485	NP_055023	NM_014208	ENSP00000382213	candidate	0	0	0	Last Universal Common Ancestor	0	0	Cell response to stimuli,Development	31	chr4	88532061	88537717	WGS	lymphoma
667	DST	dystonin	6p12.1	00222	1090	113810	NP_056363;NP_001714	NM_015548;NM_183380;NM_001144771;NM_001144769;NM_001144770;NM_001723;NM_020388	ENSP00000359801;ENSP00000244364	candidate	0	0	0	Eukaryotes	60	4	Cell cycle,Cellular processes,Signal transduction	96	chr6	56323806	56507586	WGS	lung
1837	DTNA	dystrobrevin, alpha	18q12	03141	3057	601239	NP_116763;NP_116760;NP_001185874;NP_001185870;NP_116757;NP_001185872;NP_001383;NP_001121647;NP_001185867;NP_001185873;NP_116761;NP_001185868;NP_001185871;NP_001185869;NP_001382;NP_001381;NP_116762	NM_032981;NM_032978;NM_001198945;NM_001198941;NM_032975;NM_001198943;NM_001392;NM_001128175;NM_001198938;NM_001198944;NM_032979;NM_001198939;NM_001198942;NM_001198940;NM_001391;NM_001390;NM_032980	ENSP00000451516;ENSP00000470152;ENSP00000382072;ENSP00000473078;ENSP00000405819;ENSP00000269191;ENSP00000322519;ENSP00000283365;ENSP00000336682	candidate	0	0	0	Metazoans	28	0	Multicellular activities,Signal transduction	89	chr18	32335941	32462168	WES	chronic lymphocytic leukemia
1838	DTNB	dystrobrevin, beta	2p24	09091	3058	602415	NP_899204;NP_001243237;NP_001243232;NP_149160;NP_899205;NP_068707;NP_149159;NP_001243233	NM_183360;NM_001256308;NM_001256303;NM_033148;NM_183361;NM_021907;NM_033147;NM_001256304	ENSP00000385784;ENSP00000444463;ENSP00000384084;ENSP00000385482;ENSP00000384767;ENSP00000385193;ENSP00000384787	candidate	0	0	0	Metazoans	27	1	-1	41	chr2	25606703	25875529	WES	colorectal
1844	DUSP2	dual specificity phosphatase 2	2q11	04348	3068	603068	NP_004409	NM_004418	ENSP00000288943	candidate	0	0	0	Last Universal Common Ancestor	2	6	Cellular metabolism,Cellular processes,Regulation of intracellular processes and metabolism,Signal transduction	20	chr2	96809565	96811093	WES	lymphoma
56940	DUSP22	dual specificity phosphatase 22	6p25.3	13255	16077	-	NP_064570	NM_020185	-	candidate	0	0	0	Last Universal Common Ancestor	7	2	Cell cycle,Cellular metabolism,Cellular processes,Regulation of intracellular processes and metabolism,Signal transduction	99	chr6	311879	350865	WGS	lung
1849	DUSP7	dual specificity phosphatase 7	3p21	04125	3073	602749	NP_001938	NM_001947	ENSP00000417183	candidate	0	0	0	Last Universal Common Ancestor	10	1	Cellular metabolism,Cellular processes	8	chr3	52084834	52090382	WES	lymphoma
1850	DUSP8	dual specificity phosphatase 8	11p15.5	03617	3074	602038	NP_004411	NM_004420	ENSP00000380530	candidate	0	0	5	Last Universal Common Ancestor	2	4	Cellular metabolism,Cellular processes,Regulation of intracellular processes and metabolism,Signal transduction	49	chr11	1577751	1587056	WGS	lymphoma
1852	DUSP9	dual specificity phosphatase 9	Xq28	02136	3076	300134	NP_001386	NM_001395	ENSP00000359186	candidate	0	0	0	Last Universal Common Ancestor	7	1	Cellular metabolism,Cellular processes,Regulation of intracellular processes and metabolism,Signal transduction	53	chrX	152913408	152915757	WES	lymphoma
22947	DUX4	double homeobox 4	4q35	16189	3082	606009	NP_149418	NM_033178	ENSP00000451304	known	1	0	20	-	15	0	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	0	chr4	190992204	190993658	CGC	sarcoma
79659	DYNC2H1	dynein, cytoplasmic 2, heavy chain 1	11q21-q22.1	-	2962	603297	NP_001073932;NP_001368	NM_024606;NM_001080463;NM_001377	ENSP00000381167;ENSP00000364887	candidate	0	0	0	Eukaryotes	63	4	Cellular processes,Development	55	chr11	102980304	103349978	WGS	breast
8445	DYRK2	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2	12q15	04606	3093	603496	NP_006473;NP_003574	NM_006482;NM_003583	-	known	0	0	0	Last Universal Common Ancestor	115	4	Cell cycle,Cellular metabolism,Cellular processes,Development,Regulation of intracellular processes and metabolism,Signal transduction	54	chr12	68042914	68052490	CGC,Amplified	
1871	E2F3	E2F transcription factor 3	6p22	02693	3115	600427	NP_001940;NP_001230005	NM_001949;NM_001243076	ENSP00000443418;ENSP00000262904	known	0	0	1	Eukaryotes	36	15	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	75	chr6	20402464	20490658	CGC,Amplified	
1879	EBF1	early B-cell factor 1	5q34	01256	3126	164343	NP_076870	NM_024007	ENSP00000322898	known	1	0	1	Metazoans	6	1	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	-1	chr5	158134988	158526486	CGC	lipoma
345930	ECT2L	epithelial cell transforming sequence 2 oncogene-like	6q24.1	-	21118	-	NP_001071174;NP_001181966	NM_001077706;NM_001195037	ENSP00000356655	known	0	1	0	Eukaryotes	0	0	Signal transduction	-1	chr6	139134412	139223761	CGC	leukemia
10085	EDIL3	EGF-like repeats and discoidin I-like domains 3	5q14	09350	3173	606018	NP_005702	NM_005711	-	candidate	0	0	0	Eukaryotes	2	1	-1	54	chr5	83239241	83680192	WGS	melanoma
1910	EDNRB	endothelin receptor type B	13q22	08834	3180	131244	NP_003982;NP_000106;NP_001116131;NP_001188326	NM_003991;NM_000115;NM_001122659;NM_001201397	ENSP00000335311;ENSP00000366416;ENSP00000403401	candidate	0	0	0	Metazoans	6	0	Cell cycle,Cell motility and interactions,Cell response to stimuli,Development,Multicellular activities,Regulation of intracellular processes and metabolism,Signal transduction	88	chr13	78472338	78493750	WES	colorectal (non-hypermutated)
1917	EEF1A2	eukaryotic translation elongation factor 1 alpha 2	20q13.3	04265	3192	602959	NP_001949	NM_001958	ENSP00000217182	known	0	0	24	Last Universal Common Ancestor	58	3	Cell cycle,Cellular metabolism,Development,Regulation of intracellular processes and metabolism,Regulation of transcription	57	chr20	62119654	62129116	CGC,Amplified	
80258	EFHC2	EF-hand domain (C-terminal) containing 2	Xp11.3	06540	26233	300817	NP_079460	NM_025184	ENSP00000333823	candidate	0	0	0	Eukaryotes	6	0	-1	84	chrX	44008044	44202834	WGS	breast
23167	EFR3A	EFR3 homolog A (S. cerevisiae)	8q24.22	17179	28970	611798	NP_055952	NM_015137	ENSP00000254624	candidate	0	0	0	Eukaryotes	1	2	-1	98	chr8	132952742	133023139	WGS	chronic lymphocytic leukemia
133584	EGFLAM	EGF-like, fibronectin type III and laminin G domains	5p13.2-p13.1	13433	26810	-	NP_877953;NP_001192230;NP_689616;NP_877950	NM_182801;NM_182799;NM_001205301;NM_152403;NM_182798	ENSP00000346964;ENSP00000313084	candidate	0	0	0	Eukaryotes	2	1	-1	-1	chr5	38258857	38464085	WES	pancreas
1956	EGFR	epidermal growth factor receptor	7p12	00579	3236	131550	NP_958439;NP_958441;NP_005219;NP_958440	NM_201282;NM_201284;NM_005228;NM_201283	ENSP00000342376;ENSP00000413843;ENSP00000345973	known	1	0	0	Last Universal Common Ancestor	483	21	Cell cycle,Cell motility and interactions,Cellular metabolism,Cellular processes,Development,Regulation of intracellular processes and metabolism,Signal transduction	94	chr7	55086971	55273307	CGC,HTMS,WES,Amplified	glioma,lung,breast,glioblastoma,ovarian,pancreas,prostate
1959	EGR2	early growth response 2	10q21.1	00551	3239	129010	NP_000390;NP_001129650;NP_001129651;NP_001129649	NM_000399;NM_001136178;NM_001136179;NM_001136177	ENSP00000242480;ENSP00000402040;ENSP00000387634	candidate	0	0	0	Last Universal Common Ancestor	18	7	Cell response to stimuli,Cellular metabolism,DNA/RNA metabolism and transcription,Development,Multicellular activities,Regulation of intracellular processes and metabolism,Regulation of transcription	26	chr10	64572970	64575789	WES	chronic lymphocytic leukemia
23741	EID1	EP300 interacting inhibitor of differentiation 1	15q21.1	06907	1191	605894	NP_055150	NM_014335	ENSP00000431162	candidate	0	0	0	-	43	2	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	102	chr15	49170374	49170934	WGS	liver
8661	EIF3A	eukaryotic translation initiation factor 3, subunit A	10q26	03618	3271	602039	NP_003741	NM_003750	ENSP00000358140	candidate	0	0	0	Last Universal Common Ancestor	78	3	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	106	chr10	120795554	120840188	WES	gastric
8667	EIF3H	eukaryotic translation initiation factor 3, subunit H	8q24.11	04885	3273	603912	NP_003747	NM_003756	-	candidate	0	0	0	Eukaryotes	52	2	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	109	chr8	117657248	117768036	HTMS	breast,lung,ovarian,pancreas,prostate
1974	EIF4A2	eukaryotic translation initiation factor 4A2	3q28	03062	3284	601102	NP_001958	NM_001967	ENSP00000326381	known	1	0	11	Last Universal Common Ancestor	74	2	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	109	chr3	186502219	186507055	CGC	non-hodgkin lymphoma
1984	EIF5A	eukaryotic translation initiation factor 5A	17p13-p12	02555	3300	600187	NP_001137234;NP_001137233;NP_001137232;NP_001961	NM_001143762;NM_001143761;NM_001143760;NM_001970	ENSP00000336702;ENSP00000390677;ENSP00000396073;ENSP00000336776	candidate	0	0	4	Last Universal Common Ancestor	25	0	Cell cycle,Cellular metabolism,Cellular processes,DNA/RNA metabolism and transcription,Development,Other,Regulation of intracellular processes and metabolism,Regulation of transcription	107	chr17	7210366	7214956	WGS	lymphoma
56648	EIF5A2	eukaryotic translation initiation factor 5A2	3q26.2	10426	3301	605782	NP_065123	NM_020390	ENSP00000295822	known	0	0	4	Last Universal Common Ancestor	29	4	Cellular metabolism,Cellular processes,DNA/RNA metabolism and transcription,Development,Multicellular activities,Regulation of intracellular processes and metabolism,Regulation of transcription	13	chr3	170611152	170625595	CGC,Amplified	
1993	ELAVL2	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 2 (Hu antigen B)	9p21	03396	3313	601673	NP_004423;NP_001164668;NP_001164666	NM_004432;NM_001171197;NM_001171195	ENSP00000369453;ENSP00000380479	candidate	0	0	2	Last Universal Common Ancestor	11	4	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	19	chr9	23692558	23762232	WES	lung
2000	ELF4	E74-like factor 4 (ets domain transcription factor)	Xq26	06499	3319	300775	NP_001412;NP_001120669	NM_001421;NM_001127197	ENSP00000338608;ENSP00000311280	known	1	0	0	Metazoans	17	4	Cellular metabolism,DNA/RNA metabolism and transcription,Immune system response,Regulation of intracellular processes and metabolism,Regulation of transcription	32	chrX	129200699	129215304	CGC	leukemia
2005	ELK4	ELK4, ETS-domain protein (SRF accessory protein 1)	1q32	02592	3326	600246	NP_001964;NP_068567	NM_001973;NM_021795	ENSP00000350681	known	1	0	0	Vertebrates	9	0	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	24	chr1	205585677	205593010	CGC	prostate
8178	ELL	elongation factor RNA polymerase II	19p13.1	02615	23114	600284	NP_006523	NM_006532	ENSP00000262809	known	1	0	0	Metazoans	12	0	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	37	chr19	18555565	18632865	CGC	leukemia
9844	ELMO1	engulfment and cell motility 1	7p14.1	12102	16286	606420	NP_001193409;NP_001193411;NP_055615;NP_001034548	NR_038121;NM_001206480;NM_001206482;NM_130442;NM_014800;NR_038120;NM_001039459	-	candidate	0	0	0	Eukaryotes	5	0	Cell cycle,Cellular processes,Signal transduction	59	chr7	36895159	37382294	WES	liver
2006	ELN	elastin	7q11.23	00556	3327	130160	NP_001075222;NP_001075224;NP_001075223;NP_001075221;NP_000492	NM_001081753;NM_001081755;NM_001081754;NM_001081752;NM_000501	ENSP00000252034;ENSP00000369949;ENSP00000391129;ENSP00000349540;ENSP00000369950	known	1	0	0	Mammals	24	0	DNA/RNA metabolism and transcription,Development,Multicellular activities	28	chr7	73449693	73483027	CGC,WES	leukemia,pancreas
79071	ELOVL6	ELOVL fatty acid elongase 6	4q25	13269	15829	611546	NP_001124193;NP_076995	NM_001130721;NM_024090	ENSP00000304736	candidate	0	0	0	Eukaryotes	1	1	Cellular metabolism	63	chr4	110972497	111119491	WGS	chronic lymphocytic leukemia
26610	ELP4	elongation protein 4 homolog (S. cerevisiae)	11p13	07377	1171	606985	NP_061913	NM_019040	ENSP00000298937	candidate	0	0	0	Eukaryotes	6	0	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	63	chr11	31531332	31805069	HTMS	breast,lung,ovarian,pancreas,prostate
27436	EML4	echinoderm microtubule associated protein like 4	2p21	06310	1316	607442	NP_061936;NP_001138548	NM_019063;NM_001145076	ENSP00000320663	known	1	0	0	Last Universal Common Ancestor	18	5	Cell cycle,Cellular processes	63	chr2	42472644	42557344	CGC	lung
